Quarter,Pipeline,Total Daily Transportation (DTH),Monthly Est. Transportation Reservation Revenue ($),Total Storage (DTH),Monthly Estimated Storage Reservation Revenue ($),Average Contract Length (Months),Active Contracts
Q4 2019,Steckman Ridge LP,0,NA,7950000,NA,61,5
Q4 2019,Stingray Pipeline Company L.L.C.,14904,346519,0,NA,NA,8
Q4 2019,Tallgrass Interstate Gas Transmission LLC,781676,5679370,10172101,5336,152,82
Q4 2019,Tennessee Gas Pipeline Company L.L.C.,12633699,35825041,77979387,1205853,254,647
Q4 2019,Texas Eastern Transmission LP,13842347,21380901,71992173,585800673,109,509
Q4 2019,Texas Gas Transmission LLC,5344976,18114065,56598240,31778650,109,232
Q4 2019,Trailblazer Pipeline Company LLC,1026987,6611181,0,NA,125,78
Q4 2019,Trans-Union Interstate Pipeline LP,470000,773385,0,NA,181,4
Q4 2019,TransColorado Gas Transmission Company LLC,367550,3425346,0,NA,32,14
Q4 2019,Transcontinental Gas Pipe Line Company LLC,16919573,79517997,189334417,9729890,170,610
Q4 2019,Transwestern Pipeline Company LLC,1864252,7106993,0,NA,46,80
Q4 2019,Tres Palacios Gas Storage LLC,0,NA,30521884,NA,13,32
Q4 2019,Trunkline Gas Company LLC,3932422,8451355,4194945,12492830,91,117
Q4 2019,Tuscarora Gas Transmission Company,230584,1690296,0,NA,224,24
Q4 2019,UGI LNG Inc,10000,NA,10000,NA,97,1
Q4 2019,UGI Mt. Bethel Pipeline Company LLC,72000,NA,0,NA,239,1
Q4 2019,UGI Storage Company,0,NA,87997,NA,15,10
Q4 2019,UGI Sunbury LLC,200000,NA,0,NA,275,2
Q4 2019,USG Pipeline Company LLC,9200,NA,0,NA,138,2
Q4 2019,Vector Pipeline L.P.,2881944,11352753,0,NA,131,52
Q4 2019,Venice Gathering System L.L.C.,222584,NA,0,NA,403,10
Q4 2019,Viking Gas Transmission Company,571537,2501996,0,NA,151,103
Q4 2019,WBI Energy Transmission Inc.,1608977,11050132,14220857,333764,86,65
Q4 2019,WestGas InterState Inc.,0,NA,0,NA,NA,2
Q4 2019,White River Hub LLC,2440000,760865,0,NA,163,4
Q4 2019,Wyoming Interstate Company L.L.C.,3827195,50531442,0,NA,91,57
Q4 2019,Young Gas Storage Company Ltd.,0,NA,6363263,11046625,343,2
Q3 2019,Algonquin Gas Transmission LLC,4769132,33188289,0,NA,82,157
Q3 2019,Alliance Pipeline L.P.,1715715,18443951,0,NA,50,60
Q3 2019,ANR Pipeline Company,7401314,41417366,185415735,NA,116,682
Q3 2019,ANR Storage Company,0,0,57240360,NA,76,19
Q3 2019,Arlington Storage Company LLC,50000,NA,12304000,NA,53,13
Q3 2019,BBT (AlaTenn) LLC,104224,199515,0,NA,93,21
Q3 2019,Big Sandy Pipeline LLC,137721,2378773,0,NA,198,2
Q3 2019,Blue Lake Gas Storage Company,0,NA,48000000,27480000,83,5
Q3 2019,Bluewater Gas Storage LLC,0,NA,28782487,NA,48,39
Q3 2019,Boardwalk Storage Co LLC,0,NA,6482700,NA,29,9
Q3 2019,Bobcat Storage,0,NA,22142200,NA,32,19
Q3 2019,Cadeville Gas Storage LLC,0,NA,20000000,NA,119,1
Q3 2019,Caledonia Energy Partners LLC,0,NA,7550000,NA,44,5
Q3 2019,Cameron Interstate Pipeline LLC,850730,1114286,0,NA,25,3
Q3 2019,Chandeleur Pipe Line LLC,10000,120604,0,NA,26,1
Q3 2019,Cheniere Creole Trail Pipeline L.P.,1530000,2268327,0,NA,239,1
Q3 2019,Cheyenne Plains Gas Pipeline Company LLC,688840,4960202,0,NA,64,24
Q3 2019,Cimarron River Pipeline LLC,320487,NA,0,NA,121,2
Q3 2019,Colorado Interstate Gas Company L.L.C.,5164032,16550433,41810570,82764518,161,139
Q3 2019,Columbia Gas Transmission LLC,14251678,88789488,253437184,NA,153,722
Q3 2019,Columbia Gulf Transmission LLC,5269548,19965138,0,NA,143,100
Q3 2019,Crossroads Pipeline Company,48000,157392,0,NA,75,6
Q3 2019,Dauphin Island Gathering Partners,55017,NA,0,NA,4,12
Q3 2019,Discovery Gas Transmission LLC,425268,NA,0,NA,2,55
Q3 2019,Dominion Energy Carolina Gas Transmission LLC,840542,3709737,0,NA,81,79
Q3 2019,Dominion Energy Cove Point LNG LP,2771999,29447955,7822500,NA,252,26
Q3 2019,East Cheyenne Gas Storage LLC,0,NA,10660952,NA,14,28
Q3 2019,East Tennessee Natural Gas LLC,1880588,22739024,1090043,NA,105,182
Q3 2019,Eastern Gas Transmission and Storage Inc,8646945,26674426,306767896,2192701,195,423
Q3 2019,Egan Hub Storage LLC,0,NA,21300000,NA,34,20
Q3 2019,El Paso Natural Gas Company L.L.C.,7371079,56137698,0,NA,100,227
Q3 2019,Elba Express Company L.L.C.,2043197,8299008,0,NA,164,22
Q3 2019,Empire Pipeline Inc.,779251,2463061,3753090,137363,71,14
Q3 2019,Enable Gas Transmission LLC,4576682,42765556,22920017,NA,72,775
Q3 2019,Equitrans L.P.,3745490,23420395,27742669,618367,145,49
Q3 2019,ETC Tiger Pipeline LLC,2130000,6666975,0,NA,111,8
Q3 2019,Florida Gas Transmission Company LLC,4131182,32869029,0,NA,262,172
Q3 2019,Florida Southeast Connection LLC,700000,NA,0,NA,285,2
Q3 2019,Freebird Gas Storage LLC,0,NA,5500000,NA,32,5
Q3 2019,Garden Banks Gas Pipeline LLC,147547,NA,0,NA,2,14
Q3 2019,Gas Transmission Northwest LLC,2755022,NA,0,NA,176,125
Q3 2019,Golden Pass Pipeline LLC,2600910,2030330,0,NA,300,3
Q3 2019,Golden Triangle Storage Inc,165000,NA,9600000,NA,27,13
Q3 2019,Granite State Gas Transmission Inc.,103325,10280,0,NA,11,5
Q3 2019,Great Lakes Gas Transmission Limited Partnership,2356968,16124647,0,NA,81,79
Q3 2019,Guardian Pipeline L.L.C.,2417119,7350831,0,NA,123,21
Q3 2019,Gulf South Pipeline Company LP,7617858,42663361,59390000,NA,427,247
Q3 2019,Gulfstream Natural Gas System L.L.C.,1310000,NA,0,NA,222,17
Q3 2019,Hardy Storage Company LLC,0,NA,12361000,NA,174,3
Q3 2019,Iroquois Gas Transmission System L.P.,1543040,10141175,0,NA,150,68
Q3 2019,Kern River Gas Transmission Company,3536096,34139912,0,NA,74,117
Q3 2019,Kinder Morgan Illinois Pipeline LLC,200000,180000,0,NA,48,1
Q3 2019,Kinder Morgan Louisiana Pipeline LLC,745000,3419550,0,NA,138,2
Q3 2019,KPC Pipeline LLC,109754,718506,0,NA,43,10
Q3 2019,Maritimes & Northeast Pipeline L.L.C.,1070317,12487761,0,NA,259,6
Q3 2019,MarkWest New Mexico L.L.C.,276000,NA,0,NA,310,1
Q3 2019,Midwestern Gas Transmission Company,1439073,3096601,0,NA,140,56
Q3 2019,MIGC LLC,73428,246137,0,NA,66,10
Q3 2019,Millennium Pipeline Company LLC,2337096,36828629,0,NA,107,51
Q3 2019,Mississippi Canyon Gas Pipeline LLC,140806,320672,0,NA,NA,16
Q3 2019,Mississippi Hub LLC,0,NA,12500000,NA,27,9
Q3 2019,Mojave Pipeline Company L.L.C.,492936,1245156,0,NA,182,3
Q3 2019,MountainWest Overthrust Pipeline LLC,2004337,2800006,0,NA,63,28
Q3 2019,MountainWest Pipeline LLC,2054528,10805873,54486118,6791473,164,91
Q3 2019,National Fuel Gas Supply Corporation,3072834,5866901,66940115,2386939,118,165
Q3 2019,Natural Gas Pipeline Company of America LLC,9294027,16519891,251528200,NA,50,351
Q3 2019,Nautilus Pipeline Company L.L.C.,355554,1454144,0,NA,NA,53
Q3 2019,Nexus,1515500,36212563,0,NA,67,26
Q3 2019,NGO Transmission Inc.,76773,NA,43260,NA,193,1
Q3 2019,North Baja Pipeline LLC,1000116,3566985,0,NA,180,16
Q3 2019,Northern Border Pipeline Company,4240100,NA,0,NA,125,134
Q3 2019,Northern Natural Gas Company,28635260,22460128,101123347,58019529,96,1324
Q3 2019,Northwest Pipeline LLC,5024487,36552884,8836002,NA,260,206
Q3 2019,OkTex Pipeline Company L.L.C.,95552,13608993,0,NA,126,6
Q3 2019,Ozark Gas Transmission L.L.C.,151580,1202029,0,NA,80,10
Q3 2019,Paiute Pipeline Company,210725,NA,949872,NA,130,31
Q3 2019,Panhandle Eastern Pipe Line Company LP,3455972,22383244,41707553,437441,215,222
Q3 2019,Pine Needle LNG Company L.L.C.,0,NA,4140000,NA,239,5
Q3 2019,Pine Prairie Energy Center LLC,0,NA,62044080,NA,28,49
Q3 2019,Portland Natural Gas Transmission System LP,228366,5297863,0,NA,109,21
Q3 2019,Rockies Express Pipeline LLC,4920300,99903791,0,NA,105,52
Q3 2019,Rover Pipeline LLC,3025000,2848995,0,NA,176,9
Q3 2019,Ruby Pipeline LLC,1242668,42974690,0,NA,108,17
Q3 2019,Sabal Trail Transmission LLC,740000,38484858,0,NA,159,4
Q3 2019,Saltville Gas Storage Company LLC,0,NA,5262010,573994,59,43
Q3 2019,Sea Robin Pipeline Company LLC,69415,793764,0,NA,99,4
Q3 2019,SG Resources Mississippi LLC,0,NA,17500000,NA,39,11
Q3 2019,Sierrita Gas Pipeline LLC,200846,2992786,0,NA,261,1
Q3 2019,Southeast Supply Header LLC.,1035000,2233644,0,NA,146,9
Q3 2019,Southern Natural Gas Company L.L.C.,4283673,26758544,53092011,1364467,203,574
Q3 2019,Southern Star Central Gas Pipeline Inc.,3876608,11980528,44425693,236247,171,301
Q3 2019,Southwest Gas Storage Company,0,NA,57117890,NA,263,1
Q3 2019,Spire Storage West LLC,0,NA,21475235,NA,7,82
Q3 2019,Stagecoach Pipeline and Storage Company LLC,2039676,NA,28650510,NA,50,49
Q3 2019,Steckman Ridge LP,0,NA,7950000,NA,61,5
Q3 2019,Stingray Pipeline Company L.L.C.,13171,306227,0,NA,NA,8
Q3 2019,Tallgrass Interstate Gas Transmission LLC,716300,4962674,10172101,5336,158,78
Q3 2019,Tennessee Gas Pipeline Company L.L.C.,12579943,35724634,77879387,1203833,253,645
Q3 2019,Texas Eastern Transmission LP,13781847,21297371,71992173,582631573,109,505
Q3 2019,Texas Gas Transmission LLC,4767879,18131780,56598240,31778650,109,232
Q3 2019,Trailblazer Pipeline Company LLC,1732438,25252028,0,NA,115,86
Q3 2019,Trans-Union Interstate Pipeline LP,470000,773385,0,NA,181,4
Q3 2019,TransColorado Gas Transmission Company LLC,368550,3434665,0,NA,32,14
Q3 2019,Transcontinental Gas Pipe Line Company LLC,16860248,78393434,189334417,9729890,169,609
Q3 2019,Transwestern Pipeline Company LLC,2049102,11454653,0,NA,46,80
Q3 2019,Tres Palacios Gas Storage LLC,0,NA,33006246,NA,12,35
Q3 2019,Trunkline Gas Company LLC,3966055,8634864,4194945,12492830,91,117
Q3 2019,Tuscarora Gas Transmission Company,230584,1895264,0,NA,213,24
Q3 2019,UGI LNG Inc,10000,NA,10000,NA,97,1
Q3 2019,UGI Mt. Bethel Pipeline Company LLC,72000,NA,0,NA,239,1
Q3 2019,UGI Storage Company,0,NA,87997,NA,15,10
Q3 2019,UGI Sunbury LLC,200000,NA,0,NA,275,2
Q3 2019,USG Pipeline Company LLC,9200,NA,0,NA,138,2
Q3 2019,Vector Pipeline L.P.,2837544,10838286,0,NA,136,49
Q3 2019,Venice Gathering System L.L.C.,222584,NA,0,NA,403,10
Q3 2019,Viking Gas Transmission Company,549537,2421642,0,NA,151,103
Q3 2019,WBI Energy Transmission Inc.,1429602,2309085,14220857,333764,86,64
Q3 2019,WestGas InterState Inc.,0,NA,0,NA,NA,2
Q3 2019,White River Hub LLC,2440000,760865,0,NA,163,4
Q3 2019,Wyoming Interstate Company L.L.C.,3796711,48631204,0,NA,98,53
Q3 2019,Young Gas Storage Company Ltd.,0,NA,6363263,11046625,343,2
Q2 2019,Algonquin Gas Transmission LLC,5246633,34667804,0,NA,82,157
Q2 2019,Alliance Pipeline L.P.,1652645,17765946,0,NA,53,53
Q2 2019,ANR Pipeline Company,7433585,41595673,166593593,NA,116,662
Q2 2019,ANR Storage Company,0,0,57240360,NA,73,19
Q2 2019,Arlington Storage Company LLC,10000,NA,11304000,NA,62,12
Q2 2019,BBT (AlaTenn) LLC,92724,165524,0,NA,96,20
Q2 2019,Big Sandy Pipeline LLC,141521,2444409,0,NA,135,4
Q2 2019,Blue Lake Gas Storage Company,0,NA,48000000,27480000,83,5
Q2 2019,Bluewater Gas Storage LLC,0,NA,23977345,NA,43,42
Q2 2019,Boardwalk Storage Co LLC,0,NA,6482700,NA,31,9
Q2 2019,Bobcat Storage,0,NA,12642200,NA,38,15
Q2 2019,Cadeville Gas Storage LLC,0,NA,20000000,NA,119,1
Q2 2019,Caledonia Energy Partners LLC,0,NA,5550000,NA,35,4
Q2 2019,Cameron Interstate Pipeline LLC,850730,1114286,0,NA,24,3
Q2 2019,Chandeleur Pipe Line LLC,10000,120604,0,NA,26,1
Q2 2019,Cheniere Creole Trail Pipeline L.P.,1530000,2268327,0,NA,239,1
Q2 2019,Cheyenne Plains Gas Pipeline Company LLC,688840,4960202,0,NA,63,24
Q2 2019,Cimarron River Pipeline LLC,320487,NA,0,NA,121,2
Q2 2019,Colorado Interstate Gas Company L.L.C.,5083335,16103451,41810570,82764518,167,133
Q2 2019,Columbia Gas Transmission LLC,13819463,85954143,252612762,NA,152,722
Q2 2019,Columbia Gulf Transmission LLC,4764548,16120305,0,NA,151,92
Q2 2019,Crossroads Pipeline Company,48000,157392,0,NA,71,6
Q2 2019,Dauphin Island Gathering Partners,53917,NA,0,NA,4,12
Q2 2019,Discovery Gas Transmission LLC,446272,NA,0,NA,2,48
Q2 2019,Dominion Energy Carolina Gas Transmission LLC,896173,3962313,0,NA,81,79
Q2 2019,Dominion Energy Cove Point LNG LP,2771999,29447955,7822500,NA,252,26
Q2 2019,East Cheyenne Gas Storage LLC,0,NA,8602120,NA,15,23
Q2 2019,East Tennessee Natural Gas LLC,1881088,22801138,1090043,NA,105,183
Q2 2019,Eastern Gas Transmission and Storage Inc,8733145,26811576,306767896,2192701,192,426
Q2 2019,Egan Hub Storage LLC,0,NA,19300000,NA,37,18
Q2 2019,El Paso Natural Gas Company L.L.C.,7357836,55887913,0,NA,101,224
Q2 2019,Elba Express Company L.L.C.,2043197,8299008,0,NA,164,22
Q2 2019,Empire Pipeline Inc.,779251,2463061,3753090,137363,71,14
Q2 2019,Enable Gas Transmission LLC,4785184,44187591,22920017,NA,72,769
Q2 2019,Equitrans L.P.,3830490,25875428,27742669,618367,155,49
Q2 2019,ETC Tiger Pipeline LLC,2180000,7196100,0,NA,99,9
Q2 2019,Florida Gas Transmission Company LLC,4104876,35973470,0,NA,258,173
Q2 2019,Florida Southeast Connection LLC,700000,NA,0,NA,285,2
Q2 2019,Freebird Gas Storage LLC,0,NA,3000000,NA,23,3
Q2 2019,Garden Banks Gas Pipeline LLC,156707,NA,0,NA,2,14
Q2 2019,Gas Transmission Northwest LLC,2875390,NA,0,NA,175,125
Q2 2019,Golden Pass Pipeline LLC,3237520,5256060,0,NA,281,4
Q2 2019,Golden Triangle Storage Inc,165000,NA,7800000,NA,32,10
Q2 2019,Granite State Gas Transmission Inc.,137018,9727,0,NA,11,5
Q2 2019,Great Lakes Gas Transmission Limited Partnership,2215196,15475758,0,NA,83,73
Q2 2019,Guardian Pipeline L.L.C.,2416819,7348820,0,NA,128,20
Q2 2019,Gulf South Pipeline Company LP,6632207,42410028,58890000,NA,429,244
Q2 2019,Gulfstream Natural Gas System L.L.C.,1310000,NA,0,NA,225,17
Q2 2019,Hardy Storage Company LLC,0,NA,12361000,NA,174,3
Q2 2019,Iroquois Gas Transmission System L.P.,1638223,10610366,0,NA,140,72
Q2 2019,Kern River Gas Transmission Company,3642258,34916642,0,NA,79,108
Q2 2019,Kinder Morgan Illinois Pipeline LLC,200000,180000,0,NA,48,1
Q2 2019,Kinder Morgan Louisiana Pipeline LLC,745000,3419550,0,NA,138,2
Q2 2019,KPC Pipeline LLC,109754,718506,0,NA,43,10
Q2 2019,Maritimes & Northeast Pipeline L.L.C.,1070317,12487761,0,NA,259,6
Q2 2019,MarkWest New Mexico L.L.C.,276000,NA,0,NA,310,1
Q2 2019,Midwestern Gas Transmission Company,1439073,3096601,0,NA,140,56
Q2 2019,MIGC LLC,73081,220132,0,NA,57,10
Q2 2019,Millennium Pipeline Company LLC,2245026,35195971,0,NA,83,45
Q2 2019,Mississippi Canyon Gas Pipeline LLC,131709,322610,0,NA,NA,16
Q2 2019,Mississippi Hub LLC,0,NA,12500000,NA,27,9
Q2 2019,Mojave Pipeline Company L.L.C.,492936,1245156,0,NA,182,3
Q2 2019,MountainWest Overthrust Pipeline LLC,2004337,2800006,0,NA,63,28
Q2 2019,MountainWest Pipeline LLC,2049528,10462151,54486118,6791473,163,91
Q2 2019,National Fuel Gas Supply Corporation,3034947,5890121,66940115,2386939,119,163
Q2 2019,Natural Gas Pipeline Company of America LLC,9113444,15499789,242853125,NA,51,344
Q2 2019,Nautilus Pipeline Company L.L.C.,331644,1353494,0,NA,NA,53
Q2 2019,Nexus,1267500,30136575,0,NA,99,17
Q2 2019,NGO Transmission Inc.,76773,NA,43260,NA,193,1
Q2 2019,North Baja Pipeline LLC,972300,3467777,0,NA,170,16
Q2 2019,Northern Border Pipeline Company,3875213,NA,0,NA,127,128
Q2 2019,Northern Natural Gas Company,26780209,21888311,115938940,58457136,100,1260
Q2 2019,Northwest Pipeline LLC,5026881,36580918,8836002,NA,247,204
Q2 2019,OkTex Pipeline Company L.L.C.,95552,13608993,0,NA,126,6
Q2 2019,Ozark Gas Transmission L.L.C.,136580,1083079,0,NA,80,10
Q2 2019,Paiute Pipeline Company,210725,NA,949872,NA,130,31
Q2 2019,Panhandle Eastern Pipe Line Company LP,3577296,23067269,41707553,437441,212,222
Q2 2019,Pine Needle LNG Company L.L.C.,0,NA,4140000,NA,239,5
Q2 2019,Pine Prairie Energy Center LLC,0,NA,55838000,NA,35,38
Q2 2019,Portland Natural Gas Transmission System LP,228366,5297863,0,NA,109,21
Q2 2019,Rockies Express Pipeline LLC,5095300,113427505,0,NA,91,61
Q2 2019,Rover Pipeline LLC,3291000,3370800,0,NA,186,11
Q2 2019,Ruby Pipeline LLC,1255468,43417347,0,NA,102,18
Q2 2019,Sabal Trail Transmission LLC,720000,37341744,0,NA,211,3
Q2 2019,Saltville Gas Storage Company LLC,0,NA,5262010,529727,59,43
Q2 2019,Sea Robin Pipeline Company LLC,66962,270722,0,NA,99,4
Q2 2019,SG Resources Mississippi LLC,0,NA,17250000,NA,49,11
Q2 2019,Sierrita Gas Pipeline LLC,200846,2992786,0,NA,261,1
Q2 2019,Southeast Supply Header LLC.,1035000,2233644,0,NA,146,9
Q2 2019,Southern Natural Gas Company L.L.C.,4230817,26048153,53092011,1364467,202,577
Q2 2019,Southern Star Central Gas Pipeline Inc.,3981905,12629368,44425693,236247,168,305
Q2 2019,Southwest Gas Storage Company,0,NA,57117890,NA,263,1
Q2 2019,Spire Storage West LLC,0,NA,7942138,NA,10,10
Q2 2019,Stagecoach Pipeline and Storage Company LLC,1736676,NA,27650510,NA,53,41
Q2 2019,Steckman Ridge LP,0,NA,8200000,NA,53,6
Q2 2019,Stingray Pipeline Company L.L.C.,15371,357377,0,NA,NA,8
Q2 2019,Tallgrass Interstate Gas Transmission LLC,815788,4972357,10075081,NA,161,77
Q2 2019,Tennessee Gas Pipeline Company L.L.C.,12738162,35756864,77806550,1202376,255,635
Q2 2019,Texas Eastern Transmission LP,13842940,17730350,71992173,356319623,112,505
Q2 2019,Texas Gas Transmission LLC,5181587,18130464,54598240,28536650,111,229
Q2 2019,Trailblazer Pipeline Company LLC,968513,13043170,0,NA,155,62
Q2 2019,Trans-Union Interstate Pipeline LP,470000,773385,0,NA,181,4
Q2 2019,TransColorado Gas Transmission Company LLC,368550,3434665,0,NA,32,14
Q2 2019,Transcontinental Gas Pipe Line Company LLC,16400430,82982214,189792601,5737272,171,597
Q2 2019,Transwestern Pipeline Company LLC,1920987,8648078,0,NA,195,79
Q2 2019,Tres Palacios Gas Storage LLC,0,NA,31373770,NA,10,36
Q2 2019,Trunkline Gas Company LLC,3848147,9057826,4194945,12492830,93,113
Q2 2019,Tuscarora Gas Transmission Company,230584,1895264,0,NA,204,24
Q2 2019,UGI LNG Inc,10000,NA,10000,NA,97,1
Q2 2019,UGI Mt. Bethel Pipeline Company LLC,72000,NA,0,NA,239,1
Q2 2019,UGI Storage Company,0,NA,87997,NA,15,10
Q2 2019,UGI Sunbury LLC,200000,NA,0,NA,275,2
Q2 2019,USG Pipeline Company LLC,9200,NA,0,NA,138,2
Q2 2019,Vector Pipeline L.P.,2674949,10109243,0,NA,133,50
Q2 2019,Venice Gathering System L.L.C.,222584,NA,0,NA,403,10
Q2 2019,Viking Gas Transmission Company,571537,2501996,0,NA,149,103
Q2 2019,WBI Energy Transmission Inc.,1429602,2160185,14220857,249860,86,63
Q2 2019,White River Hub LLC,2540000,792048,0,NA,151,5
Q2 2019,Wyoming Interstate Company L.L.C.,3789211,48519412,0,NA,100,52
Q2 2019,Young Gas Storage Company Ltd.,0,NA,6363263,10375936,343,2
Q1 2019,Algonquin Gas Transmission LLC,5432633,35396367,0,NA,81,159
Q1 2019,Alliance Pipeline L.P.,1783468,19172292,0,NA,44,65
Q1 2019,ANR Pipeline Company,10516651,59578777,169968177,NA,115,697
Q1 2019,ANR Storage Company,0,0,57240360,NA,71,19
Q1 2019,Arlington Storage Company LLC,0,NA,13304000,NA,55,12
Q1 2019,BBT (AlaTenn) LLC,114875,305617,0,NA,90,23
Q1 2019,Big Sandy Pipeline LLC,141521,2444409,0,NA,135,4
Q1 2019,Blue Lake Gas Storage Company,0,NA,48000000,27480000,83,5
Q1 2019,Bluewater Gas Storage LLC,0,NA,27927345,NA,44,43
Q1 2019,Boardwalk Storage Co LLC,0,NA,6600000,NA,29,8
Q1 2019,Bobcat Storage,0,NA,12642200,NA,36,15
Q1 2019,Cadeville Gas Storage LLC,0,NA,20000000,NA,119,1
Q1 2019,Caledonia Energy Partners LLC,0,NA,6300000,NA,29,5
Q1 2019,Cameron Interstate Pipeline LLC,850730,1114286,0,NA,24,3
Q1 2019,Chandeleur Pipe Line LLC,10000,120604,0,NA,26,1
Q1 2019,Cheniere Creole Trail Pipeline L.P.,1530000,2268327,0,NA,239,1
Q1 2019,Cheyenne Plains Gas Pipeline Company LLC,728840,4799816,0,NA,63,23
Q1 2019,Cimarron River Pipeline LLC,320487,NA,0,NA,121,2
Q1 2019,Colorado Interstate Gas Company L.L.C.,5181335,16945541,41810570,82764518,171,137
Q1 2019,Columbia Gas Transmission LLC,14277825,82746819,253437184,NA,148,734
Q1 2019,Columbia Gulf Transmission LLC,4465164,17006310,0,NA,145,92
Q1 2019,Crossroads Pipeline Company,83879,275039,0,NA,48,9
Q1 2019,Dauphin Island Gathering Partners,48538,NA,0,NA,4,12
Q1 2019,Discovery Gas Transmission LLC,476053,NA,0,NA,2,48
Q1 2019,Dominion Energy Carolina Gas Transmission LLC,896173,3962313,0,NA,81,79
Q1 2019,Dominion Energy Cove Point LNG LP,2771999,29447955,7822500,NA,252,26
Q1 2019,East Cheyenne Gas Storage LLC,0,NA,16669800,NA,9,54
Q1 2019,East Tennessee Natural Gas LLC,2047496,42649840,1090043,NA,104,185
Q1 2019,Eastern Gas Transmission and Storage Inc,8728237,27051109,306067896,2075041,188,426
Q1 2019,Egan Hub Storage LLC,0,NA,17800000,NA,44,17
Q1 2019,El Paso Natural Gas Company L.L.C.,7573092,45862910,0,NA,101,221
Q1 2019,Elba Express Company L.L.C.,2043197,8547394,0,NA,150,20
Q1 2019,Empire Pipeline Inc.,779251,2463061,3753090,137363,70,14
Q1 2019,Enable Gas Transmission LLC,4785093,43043361,22920017,NA,71,760
Q1 2019,Equitrans L.P.,4413343,27244463,27752669,618367,152,50
Q1 2019,ETC Tiger Pipeline LLC,1940000,6772800,0,NA,119,8
Q1 2019,Florida Gas Transmission Company LLC,4043208,39206740,0,NA,253,174
Q1 2019,Florida Southeast Connection LLC,700000,NA,0,NA,285,2
Q1 2019,Freebird Gas Storage LLC,0,NA,4000000,NA,18,2
Q1 2019,Garden Banks Gas Pipeline LLC,165112,NA,0,NA,2,15
Q1 2019,Gas Transmission Northwest LLC,2999533,NA,0,NA,171,125
Q1 2019,Golden Pass Pipeline LLC,3237520,6719027,0,NA,281,4
Q1 2019,Golden Triangle Storage Inc,165000,NA,12500000,NA,24,15
Q1 2019,Granite State Gas Transmission Inc.,137018,9727,0,NA,11,5
Q1 2019,Great Lakes Gas Transmission Limited Partnership,3628092,33351115,0,NA,70,89
Q1 2019,Guardian Pipeline L.L.C.,2632669,7362649,0,NA,129,23
Q1 2019,Gulf South Pipeline Company LP,5083687,28426044,58320000,NA,391,274
Q1 2019,Gulfstream Natural Gas System L.L.C.,1292000,NA,0,NA,223,17
Q1 2019,Hardy Storage Company LLC,0,NA,12361000,NA,174,3
Q1 2019,Iroquois Gas Transmission System L.P.,1733223,11779019,0,NA,118,86
Q1 2019,Kern River Gas Transmission Company,3758735,36140874,0,NA,71,122
Q1 2019,Kinder Morgan Illinois Pipeline LLC,200000,180000,0,NA,48,1
Q1 2019,Kinder Morgan Louisiana Pipeline LLC,745000,3419550,0,NA,20,2
Q1 2019,KPC Pipeline LLC,109754,718506,0,NA,43,10
Q1 2019,Maritimes & Northeast Pipeline L.L.C.,1070317,12487762,0,NA,229,7
Q1 2019,MarkWest New Mexico L.L.C.,276000,NA,0,NA,310,1
Q1 2019,Midwestern Gas Transmission Company,1442073,3102368,0,NA,137,57
Q1 2019,MIGC LLC,58081,754400,0,NA,63,9
Q1 2019,Millennium Pipeline Company LLC,2087526,32403055,0,NA,94,39
Q1 2019,Mississippi Canyon Gas Pipeline LLC,137459,322046,0,NA,NA,16
Q1 2019,Mississippi Hub LLC,0,NA,11500000,NA,29,8
Q1 2019,Mojave Pipeline Company L.L.C.,492936,1245156,0,NA,182,3
Q1 2019,MountainWest Overthrust Pipeline LLC,2057457,2707860,0,NA,56,29
Q1 2019,MountainWest Pipeline LLC,2454165,11866850,54486118,6791473,154,95
Q1 2019,National Fuel Gas Supply Corporation,3115253,6176739,68184641,2432488,120,165
